operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,backupState,PmMcuBootCostTime,PMDsnCostTime,PmMusicTime
noInfo,X01Q303SZ1K4,RV9905VWUS,15A011000XX200122XX1000PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ1K4,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:40:40.562873,62.323,17.335,3.538,failed,noInfo,,0.779,4.626,4.469
noInfo,X01Q303SZ1Z6,RV1401ZWUS,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979457,B84D43320EE0,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:43:53.137862,44.352,17.199,13.572,success,noInfo,2.0,0.789,4.485,4.518
noInfo,X01Q303SZ1Z5,RV1401ZWUS,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979459,B84D43320FBA,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:45:41.509792,50.58,17.553,13.587,success,noInfo,2.0,0.785,4.608,4.463
noInfo,X01Q303SZ1Z8,RV1401ZWUS,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979461,B84D43320F99,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:47:51.086901,50.306,16.747,13.557,success,noInfo,2.0,0.793,4.584,4.543
noInfo,X01Q303SZ1Z2,RV1401ZWUS,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979463,B84D43320F0D,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:50:03.235397,50.141,17.488,13.576,success,noInfo,2.0,0.792,4.483,4.638
noInfo,X01Q303SZ0U3,RV1401ZWUS,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,AC000W021979465,B84D43320F7D,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:53:49.591591,56.842,17.199,13.551,success,noInfo,2.0,0.791,4.58,4.587
noInfo,X01Q303SZ0U1,RV1401ZWUS,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ0U1,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 19:58:49.692473,25.668,17.199,13.563,failed,noInfo,,0.798,4.58,4.587
noInfo,X01Q303SZ0U1,RV1401ZWUS,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ0U1,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 20:00:51.179295,61.771,17.199,3.533,failed,noInfo,,0.78,4.58,4.587
noInfo,X01Q303SZ0S1,RV1401ZWUS,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ0S1,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 20:02:42.852687,61.747,17.199,13.542,failed,noInfo,,0.785,4.58,4.587
noInfo,X01Q303SZ0S1,RV1401ZWUS,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ0S1,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 20:04:57.473690,61.758,17.199,3.53,failed,noInfo,,0.774,4.58,4.587
noInfo,X01Q303SZ0S5,RV1401ZWUS,11D011000XX200121XX1001PP60XXXXX,MesaValleyHarmonizedP4.1126.13.0_sprint13_FV0.0.13_SU2.2.037_M0.0.42_GM1.0.42_02.04_Oct132021.zip,None_X01Q303SZ0S5,,a4:bb:6d:cf:1a:2b,KAY-DT-44,2021-11-02 20:06:36.698450,61.749,17.199,13.516,failed,noInfo,,0.783,4.58,4.587
