cmd,,lower,upper,isFlag,UniqueCode,return_info,Type,tryPerio,tryTimes
?DV1,检测右前Dock IR Sensor(IR Sensors ON for docking@Front Right),1,1048576,0,checkFrontRDockIRSesor,,BDP,300,3
?DV2,检测左中Dock IR Sensor(IR Sensors ON for docking@Middle Left),1,1048576,1,checkMiddleLDockIRSesor,,BDP,300,3
?DV3,检测右中Dock IR Sensor(IR Sensors ON for docking@Middle Right),1,1048576,0,checkMiddleRDockIRSesor,,BDP,300,3
?DV4,检测左后Dock IR Sensor(IR Sensors ON for docking@Back Left),1,16777215,0,checkBackLDockIRSesor,,BDP,300,3
?DV5,检测右后Dock IR Sensor(IR Sensors ON for docking@Back Right),1,16777215,0,checkBackRDockIRSesor,,BDP,300,3
?DV6,后对位接收IR 右（顶盖）,1,16777215,0,checkCBackLDockIRSesor,,BDP,300,3
?DV7,后对位接收IR 左（顶盖）,1,16777215,0,checkCBackRDockIRSesor,,BDP,300,3
?DU8, Front FWD Array (L),100,4000,1,checkFrontLFWDArray,,BDP,300,3
?DU9, Front FWD Array (C),100,4000,1,checkFrontCFWDArray,,BDP,300,3
?DUA, Front FWD Array (R),100,4000,1,checkFrontRFWDArray,,BDP,300,3
delay,打开电机延时,2,,1,pushFactTest_Delay,,SPE,200,2
?pushfactory,,,,1,checkpushfactory,,FCT,200,2
?AD1,检测WAKE UP GPIO,0,1.5,0,checkWakeupGPIO2,,ATE,200,2
*KE1,设置电源树开关使能,,,1,setPowerTree_ON,,ATE,200,2
?AD4,检测SWITCHED_3V3,3,3.7,1,checkSWITCHED3V3,,ATE,200,2
?AD2,检测VCC_SYS,4.6,5.3,1,checkSYS3V3,,ATE,200,2
?AD3,检测LIDAR_5V,4.75,5.35,1,checkLIDAR5V,,ATE,200,2
?AD1,检测VCC_3V3,3,3.7,1,checkVCC3V3,,ATE,200,2
delay,打开电机延时,3,,1,fct_Test_Delay,,SPE,200,2
?RK809,,,,0,checkRK809Test,,FCT,200,2
?Wifi,,,,0,checkWifiTest,,FCT,200,2
?checkConfig,检查wifi config文件,,,1,checkSCMconftest,,FCT,200,1
?DDR,,,,1,checkDDRTest,,FCT,200,2
?Audio_V,,,,0,checkAudioTest,,FCT,200,2
*WP2,上下位機重慶,,,1,setReboot,,BDP,200,3
delay,重慶延時,1,,1,delay_power,,SPE,,
*K31,设置充电停止,,,1,setPowerCharging_ON2,,ATE,200,3
delay,重慶延時,3,,1,delay_reboot,,SPE,,
*K30,设置充电停止,,,1,setPowerCharging_OFF2,,ATE,200,3
delay,,2,,1,delayadbReboot,,SPE,,
*checkConfig,检测config文件,,,1,setCheckConfig_1,,FCT,200,2
delay,,2,,0,delay_checkConfig_1,,SPE,200,3
?checkConfig,检测config结果,,,0,checkConfigTestResult_1,,FCT,200,2
*adbReboot,上位機重慶,,,1,setAdbReboot,,FCT,200,2
delay,重慶延時,5,,1,delay_reboot2,,SPE,,
*DS1,重新進入測試模式,,,1,setDebugMode_ON_2,,BDP,200,2
*LG1,设置所有蓝灯亮,,,0,setAllBlueLEDs_ON,,BDP,200,2
checkCam_B,检查蓝灯状态,,,0,checkALLBlueLEDs_ON,,SPE,200,2
*LG0,关闭所有蓝灯,,,0,setAllBlueLEDs_OFF,,BDP,200,2
*LG3,设置所有红灯亮,,,0,setAllRedLEDs_ON,,BDP,200,2
checkCam_R,检查红灯状态,,,0,checkALLRedLEDs_ON,,SPE,200,2
*LG0,关闭所有蓝灯,,,0,setAllRedLEDs_OFF,,BDP,200,2
*LG5,设置所有绿灯亮,,,0,setAllGreenLEDs_ON,,BDP,200,2
checkCam_G,检查绿灯状态,,,0,checkALLGreenLEDs_ON,,SPE,200,2
*LG0,关闭所有绿灯,,,0,setAllGreenLEDs_OFF,,BDP,200,2
checkAllOff,检测所有灯关闭,,,0,checkALLLEDs_OFF,,SPE,200,2
*K31,设置后充充电开始,,,1,setBPowerCharging_ON,,ATE,300,3
delay,后充延时,2,,1,delay_Charge_B,,SPE,300,3
?AD5,检测后充充电时电池电压,0,20,1,checkBPowerVoltCharging,,ATE,300,3
?BC,检测后充电池充电状态,2,2,1,checkChargeBAT_ST_B,,BDP,300,3
?BC,检测后充电池充电电压信息Query Charging voltage,16500,20000,1,checkChargeBAT_V_B,,BDP,300,3
?BC,检测后充电池充电电流信息Query Charging Current,0,800,1,checkChargeBAT_A_B,,BDP,300,3
*K30,设置后充充电停止,,,1,setBPowerCharging_OFF,,ATE,300,3
delay,前后充延时,2,,1,delay_Chargemiddle,,SPE,300,3
*K61,设置前充充电开始,,,1,setFPowerCharging_ON,,ATE,300,3
delay,前充延时,2,,1,delay_Charge_F,,SPE,300,3
?AD5,检测前充充电时电池电压,0,20,1,checkFPowerVoltCharging,,ATE,300,3
?AD7,检测是否有后充电压,0,5,1,checkISBackCha_5V,,ATE,200,2
?BC,检测前充电池充电状态,1,1,1,checkChargeBAT_ST_F,,BDP,300,3
?BC,检测前充电池充电电压信息Query Charging voltage,16500,20000,1,checkChargeBAT_V_F,,BDP,300,3
?BC,检测前充电池充电电流信息Query Charging Current,0,800,1,checkChargeBAT_A_F,,BDP,300,3
*DS1,设置测试模式打开,,,1,setDebugMode2_ON,,BDP,200,5
*K01,气缸动作控制轮子落下,,,1,setWheelDown_ON,,ATE,200,2
delay,上电延时,1,,1,wheel_Delay,,SPE,200,2
?DW0,检测左轮落下,1,1,1,checkLWheelDown,,BDP,200,2
?DW1,检测右轮落下,1,1,1,checkRWheelDown,,BDP,200,2
*K00,气缸动作控制轮子抬起,,,1,setBothWheelDown_OFF,,ATE,200,2
delay,气缸动作抬起延时,1,,1,setWheelDown_delay,,SPE,200,2
?DW0,检测左轮抬起,0,0,1,checkLWheelUp,,BDP,200,2
?DW1,检测右轮抬起,0,0,1,checkRWheelUp,,BDP,200,2
*KF1,气缸动作控制下Bumper触发状态,,,1,setDownBumper_ON,,ATE,200,2
*KC1,气缸动作控制上Bumper触发状态,,,1,setUpBumper_ON,,ATE,200,2
*K51,气缸动作控制雷达bumper触发状态,,,1,setLidarBumper_ON,,ATE,200,2
delay,气缸动作控制Bumper触发延时,1,,1,setAllBumperTriger_delay,,,200,2
?DT0,检测left bumper触发,1,1,1,checkLBumper_ON,,BDP,200,2
?DT1,检测right bumper触发,1,1,1,checkRBumper_ON,,BDP,200,2
?DT3,检测TopRight bumper触发,1,1,1,checkTopRBumper_ON,,BDP,200,2
?DT2,检测TopLeft bumper触发,1,1,1,checkTopLBumper_ON,,BDP,200,2
?DT8,检测TopCenter Middle bumper触发,1,1,1,checkTopCBumper_ON,,BDP,200,2
?DT9,检测雷达bumper1打开,1,1,1,checkLidarBumper1_ON,,BDP,200,2
?DTA,检测雷达bumper1打开,1,1,1,checkLidarBumper2_ON,,BDP,200,2
?DTB,检测雷达bumper1打开,1,1,0,checkLidarBumper3_ON,,BDP,200,2
*KF0,气缸动作控制下bumper脱离触发状态,,,1,setDownBumper_OFF,,ATE,200,2
*KC0,气缸动作控制上bumper脱离触发状态,,,1,setUpBumper_OFF,,ATE,200,2
*K50,气缸动作控制雷达bumper脱离触发状态,,,1,setLidarBumper_OFF,,ATE,200,2
delay,气缸动作控制Bumper脱离触发延时,1,,1,setAllBumperStopTriger_delay,,SPE,200,2
?DT0,检测left bumper未触发,0,0,1,checkLBumper_OFF,,BDP,200,2
?DT1,检测right bumper未触发,0,0,1,checkRBumper_OFF,,BDP,200,2
?DT3,检测TopRight bumper未触发,0,0,1,checkTopRBumper_OFF,,BDP,200,2
?DT2,检测TopLeft bumper未触发,0,0,1,checkTopLBumper_OFF,,BDP,200,2
?DT8,检测TopCenter Middle bumper未触发,0,0,1,checkTopCBumper_OFF,,BDP,200,2
?DT9,检测雷达bumper1关闭,0,0,1,checkLidarBumper1_OFF,,BDP,200,2
?DTA,检测雷达bumper1关闭,0,0,1,checkLidarBumper2_OFF,,BDP,200,2
?DTB,检测雷达bumper1关闭,0,0,0,checkLidarBumper3_OFF,,BDP,200,2
*K91,气缸动作控制左按键触发,,,1,setLButtonTrigger_ON,,ATE,200,2
*KA1,气缸动作控制右按键触发,,,1,setRButtonTrigger_ON,,ATE,200,2
delay,气缸动作控制按键触发延时,1,,1,setButtonTrigger_delay,,SPE,200,2
?UI,检测按键按下状态,101,101,1,checkButtonState_ON,,BDP,200,2
*K90,气缸动作控制左按键放开,,,1,setLButtonTrigger_OFF,,ATE,200,2
*KA0,气缸动作控制右按键放开,,,1,setRButtonTrigger_OFF,,ATE,200,2
delay,气缸动作控制按键放开延时,1,,1,setButtonStopTrigger_delay,,SPE,200,2
?UI,检测按键放开状态,0,0,1,checkButtonState_OFF,,BDP,200,2
?DU0,Front left cliff ADC值 同上,100,3200,1,checkFrontLCliff_ADC,,BDP,200,2
?DU1,Front Right cliff ADC值 同上,100,3200,1,checkFrontRCliff_ADC,,BDP,200,2
?DU2,Middle left cliff ADC值 同上,100,3200,1,checkMiddleLCliff_ADC,,BDP,200,2
?DU3,Middle Right cliff ADC值 同上,100,3200,1,checkMiddleRCliff_ADC,,BDP,200,2
?DX0,检测左磁传感器未触发,0,0,0,checkMAGSensorL_OFF,,BDP,200,2
?DX1,检测右磁传感器未触发,0,0,0,checkMAGSensorR_OFF,,BDP,200,2
?DX2,检测中左磁传感器未触发,0,0,0,checkMAGSensorCL_OFF,,BDP,200,2
?DX4,检测中右磁传感器未触发,0,0,0,checkMAGSensorCR_OFF,,BDP,200,2
?DX3,判断尘盒磁传感器是否触发,0,0,1,checkDustBMAGSensor_OFF,,BDP,200,2
?DX7,判断水箱传感器是否触发,0,0,1,checkWaterTankSensor_OFF,,BDP,200,2
?DX8,判断水位传感器未触发,0,0,1,checkWLeveSensor_OFF,,BDP,200,2
*K41,气缸动作控制尘盒/水箱/水位传感器触发,,,1,setwaterSensorTrigger_ON,,ATE,300,3
delay,气缸动作控制磁传感器延时,2,,1,setHallSensorTrigger_delay,,SPE,300,3
?DX0,检测左磁传感器触发,1,1,0,checkMAGSensorL_ON,,BDP,200,2
?DX1,检测右磁传感器触发,1,1,0,checkMAGSensorR_ON,,BDP,200,2
?DX2,检测中左磁传感器触发,1,1,0,checkMAGSensorCL_ON,,BDP,200,2
?DX4,检测中右磁传感器触发,1,1,0,checkMAGSensorCR_ON,,BDP,200,2
?DX3,判断尘盒磁传感器是否触发,1,1,1,checkDustBMAGSensor_ON,,BDP,200,2
?DX7,判断水箱传感器是否触发,1,1,1,checkWaterTankSensor_ON,,BDP,200,2
?DX8,判断水位传感器未触发,1,1,1,checkWaterLeveSensor_ON,,BDP,200,2
*K40,气缸动作控制尘盒/水箱/水位传感器不触发,,,1,setwaterSensorTrigger_OFF,,ATE,300,3
delay,等待Nav启动延时,5,,1,waitRoboEyeRun_delay,,SPE,200,3
*checkConfig,检测config文件,,,1,setCheckConfig_2,,FCT,200,2
delay,,1,,1,delay_checkConfig_2,,SPE,200,3
?checkConfig,检测config结果,,,1,checkConfigTestResult_2,,FCT,200,2
?WI,检测WiFi SCM 版本信息（比对版本）,1.4.020,1.4.020,1,checkWifiVersion,,BDP,200,20
*checkConfig,检测config文件,,,1,setCheckConfig_3,,FCT,200,2
delay,,1,,1,delay_checkConfig_3,,SPE,200,3
?checkConfig,检测config结果,,,1,checkConfigTestResult_3,,FCT,200,2
?NI,Acc function checking,1,1,1,checkIMUstate,,BDP,200,2
?NI,Acc x_value checking,-3,3,1,checkIMUAccxValue,,BDP,200,2
?NI,Acc y_value checking,-3,3,1,checkIMUAccyValue,,BDP,200,2
?NI,Acc z_value checking,-3,3,1,checkIMUAcczValue,,BDP,200,2
?NI,Gyro function Checking,0,45,1,checkIMUtemValue,,BDP,200,2
?NI,Gyro x_value Checking,-40,40,1,checkIMUGyroxValue,,BDP,200,2
?NI,Gyro y_value Checking,-40,40,1,checkIMUGyroyValue,,BDP,200,2
?NI,Gyro z_value Checking,-40,40,1,checkIMUGyrozValue,,BDP,200,2
?PD,查询PCBA硬件信息Check PCBA Hardware build Info,zp50,zp50,0,checkPcbaHWInfo,,BDP,200,3
?PH,查询PCBA软件信息Check PCBA Hardware build Info,zp50,zp50,0,checkPcbaFWInfo,,BDP,200,3
?WD,检测HWD信息,32,32,1,checkHWDinfo_SN,,BDP,200,3
?WM,HWD自检,32,32,1,checkHWD_self,,BDP,200,20
?MA,检测雷达厂家型号,0.1,0.1,1,checkLidarModel,,BDP,200,80
?MA,检测雷达硬件版本,1.0.1.0,1.0.1.0,1,checkLidarHW_Ver,,BDP,200,5
?MA,检测雷达固件版本,0.0.1.2,0.0.1.2,1,checkLidarFW_Ver,,BDP,200,5
*MD1,开启雷达电源,,,1,setLidar_PowerON,,BDP,200,2
?MC,检测雷达状态是否正常,0,0,1,checkLidarHealthState,,BDP,200,5
?MD,检测雷达电源开关,1,1,1,checkLidarPowerState,,BDP,200,5
?ME,检测雷达工作电流,0,10000,1,checkLidarwork_A,,BDP,200,5
?MG,检测雷达转动频率,5,7,1,checkLidarRotFreq_A,,BDP,200,5
?WY,查询WiFi SSID ,12,12,2,checkWIFIandMAC,,BDP,200,3
?WT,查询 WiFi SSID 状态,1,1,1,checkWifiSSIDState,,BDP,200,3
?WH,检测bootloader版本,11.14,11.14,1,checkNavBootVersion,,BDP,200,2
?WN,检测导航板APP版本,6.6.a,6.6.a,1,checkNavAppVersion,,BDP,200,2
*NP0,设置导航板电源关闭,,,0,setNavPower_OFF,,BDP,200,2
?NP,检测导航版电源关闭,0,0,0,checkNavPower_OFF,,BDP,200,2
?AD3,检测NAV_5V,0,2,0,checkNav5V_OFF,,ATE,200,2
*DS0,设计测试模式关闭,,,1,setDebugMode_OFF2,,BDP,200,2
?DS,检测是否关闭成功,0,0,1,checkDebugOFF,,BDP,200,2
*checkConfig,检测config文件,,,1,setCheckConfig_4,,FCT,200,2
delay,,1,,1,delay_checkConfig_4,,SPE,200,3
?checkConfig,检测config结果,,,1,checkConfigTestResult_4,,FCT,200,2
delay,充电停止延时,1,,0,poweCharging_OFF_Delay,,SPE,200,2
*K60,设置前充充电停止,,,1,setFPowerCharging_OFF,,ATE,300,3
?BC,检测后充电池充电电压信息Query Charging voltage,0,500,1,checkChargeBAT_V_3,,BDP,300,3
*K70,设置电源断电,,,1,setBatConnect_OFF,,ATE,200,2
*K81,设置短接放电,,,1,setShortDischarge,,ATE,200,2
?AD6,检测放电情况下VCC_5V,0,2,1,checkDischargeVCC5V,,ATE,200,2
