cmd,,lower,upper,isFlag,UniqueCode,return_info,Type,tryPerio,tryTimes
?DR0,检测左轮电机反转速度,3120,5120,1,checkLWheelMotor_RPM1,,BDP,200,2
*LG0,关闭FanjetLED,,,0,stopFanjetLED,,BDP,200,2
*DD000,激活主刷马达停止,,,1,stopMainBrushMotor,,BDP,200,2
*DM110000,激活右轮马达停止,,,1,stopRWheelMotor,,BDP,200,2
*DM010000,激活左轮马达停止,,,1,stopLWheelMotor,,BDP,200,2
*DB000,激活左边刷马达停止,,,1,stopLSideBrushMotor,,BDP,200,2
*DB100,激活右边刷马达停止,,,0,stopRSideBrushMotor,,BDP,200,2
*DC00,激活吸尘风机电机停止,,,1,stopSuctionMotor,,BDP,200,2
*DA00,激活振动电机停止,,,1,stopAgitatorMotor,,BDP,200,2
*DG100,激活喷水电机停止,,,1,stopWaterPumpMotor,,BDP,200,2
*DL000,激活fanj电机工作,,,0,stopFanJMotor,,BDP,200,2
PushRobot,气缸运动,,,1,PushRobot,,,200,5
?DU12,Front FWD(L) ADC值（根据协议 取倒数第12至倒数第4位判断取值范围）,50,4000,1,checkLFrontFWDArray_ADC,,BDP,200,2
?DU9,Front FWD(C) ADC值（根据协议 取倒数第12至倒数第4位判断取值范围）,50,4000,1,checkCFrontFWDArray_ADC,,BDP,200,2
?DUA,Front FWD(A) ADC值 同上,50,4000,1,checkRFrontFWDArray_ADC,,BDP,200,2
?DU0,Front left cliff ADC值 同上,10,4000,1,checkFrontLCliff_ADC,,BDP,200,2
?DU1,Front Right cliff ADC值 同上,10,4000,1,checkFrontRCliff_ADC,,BDP,200,2
?DU2,Middle left cliff ADC值 同上,10,4000,1,checkMiddleLCliff_ADC,,BDP,200,2
?DU3,Middle Right cliff ADC值 同上,10,4000,1,checkMiddleRCliff_ADC,,BDP,200,2
?DU7,Along wall Sensor L ADC值 同上,120,4000,1,checkLAlongWallSensor_ADC,,BDP,200,2
?DU6,Along wall Sensor R ADC值 同上,120,4000,1,checkRAlongWallSensor_ADC,,BDP,200,2
delay,,5,,1,delayForpushFAKEDB,,SPE,200,1
#SC31,发送trapdoor传感器控制指令到假尘盒,,,0,sendTrapDoor_FakeDB,,FDB,200,2
#SC11,发送water tank传感器控制指令到假尘盒,,,0,sendWaterTank_FakeDB,,FDB,200,2
#SC21,发送water level传感器控制指令到假尘盒,,,0,sendWaterLevel_FakeDB,,FDB,200,2
?WI,检测WiFi SCM 版本信息（比对版本）,2.4.30,1.4.120,1,checkWifiVersion,,BDP,200,40
?DX0,判断左磁传感器是否触发,1,1,0,checkMAGSensorL_ON,,BDP,200,2
?DX1,判断右磁传感器是否触发,1,1,0,checkMAGSensorR_ON,,BDP,200,2
?DX2,判断中左磁传感器是否触发,1,1,0,checkMAGSensorCL_ON,,BDP,200,2
?DX4,判断中右磁传感器是否触发,1,1,0,checkMAGSensorCR_ON,,BDP,200,2
?DX5,判断中磁传感器是否触发,1,1,0,checkMAGSensorC_ON,,BDP,200,2
&SC3,检测假尘盒是否为trapdoor,1,1,0,checkTrapDoor_FakeDB,,FDB,200,2
?DX6,判断trap door传感器是否触发,1,1,0,checkTrapDoorSensor_ON,,BDP,200,2
&SC1,检测假尘盒是否为watertank,1,1,0,checkWaterTank_FakeDB,,FDB,200,2
?DX7,判断水箱传感器是否触发,1,1,1,checkWaterTankSensor_ON,,BDP,200,2
&SC2,检测假尘盒是否为waterlevel,1,1,0,checkWaterLevel_FakeDB,,FDB,200,2
?DX12,判断水位传感器未触发,1,1,1,checkWaterLeveSensor_ON,,BDP,200,2
?DV0,检测左前Dock IR Sensor(IR Sensors ON for docking@Front Left),1,16777215,0,checkFrontLDockIRSesor,,BDP,200,2
?DV1,检测右前Dock IR Sensor(IR Sensors ON for docking@Front Right),1,16777215,0,checkFrontRDockIRSesor,,BDP,200,2
?DV2,检测左中Dock IR Sensor(IR Sensors ON for docking@Middle Left),1,16777215,1,checkMiddleLDockIRSesor,,BDP,200,2
?DV3,检测右中Dock IR Sensor(IR Sensors ON for docking@Middle Right),1,16777215,0,checkMiddleRDockIRSesor,,BDP,200,2
?DV4,检测左后Dock IR Sensor(IR Sensors ON for docking@Back Left),1,16777215,0,checkBackLDockIRSesor,,BDP,200,2
?DV5,检测右后Dock IR Sensor(IR Sensors ON for docking@Back Right),1,16777215,0,checkBackRDockIRSesor,,BDP,200,2
?DV6,后对位接收IR 右（顶盖）,1,16777215,0,checkCBackLDockIRSesor,,BDP,200,2
?DV7,后对位接收IR 左（顶盖）,1,16777215,0,checkCBackRDockIRSesor,,BDP,200,2
?NI,Acc function checking,1,1,1,checkIMUstate,,BDP,200,2
?NI,Acc x_value checking,-3,3,1,checkIMUAccxValue,,BDP,200,2
?NI,Acc y_value checking,-3,3,1,checkIMUAccyValue,,BDP,200,2
?NI,Acc z_value checking,-3,3,1,checkIMUAcczValue,,BDP,200,2
?NI,imu temcheck,0,45,1,checkIMUtemValue,,BDP,200,2
?NI,Gyro x_value Checking,-40,40,1,checkIMUGyroxValue,,BDP,200,2
?NI,Gyro y_value Checking,-40,40,1,checkIMUGyroyValue,,BDP,200,2
?NI,Gyro z_value Checking,-40,40,1,checkIMUGyrozValue,,BDP,200,2
#ST0,,,,0,defaultFakeDB2,,FDB,200,1
#ST3,发送切换模式为spin motor控制指令到假尘盒,,,0,sendSpinMode_FakeDB,,FDB,200,3
*EC1111222233334444,发送通讯字符串1到机器,,,0,sendComStr1,,BDP,200,1
&CR,检测假尘盒通讯字符1,1111.2222.3333.4444,1111.2222.3333.4444,0,checkComStr1_FakeDB,,FDB,200,2
#CR4444333322221111,发送通讯字符串2到假尘盒,,,0,sendComStr2_FakeDB,,FDB,200,1
?EC,检查尘盒返回信息,4444.3333.2222.1111,4444.3333.2222.1111,0,checkComStr2,,BDP,200,2
?DW1,检测右轮是否抬起,0,0,1,checkRWheelNotDown,,BDP,200,2
?DW0,检测左轮是否抬起,0,0,1,checkLWheelNotDown,,BDP,200,2
?DT0,检测left bumper是否触发,1,1,1,checkLBumper_ON,,BDP,200,2
?DT1,检测right bumper是否触发,1,1,1,checkRBumper_ON,,BDP,200,2
?DT2,检测TopLeft bumper是否触发,1,1,1,checkTopLBumper_ON,,BDP,200,2
?DT3,检测TopRight bumper是否触发,1,1,1,checkTopRBumper_ON,,BDP,200,2
*MD1,开启雷达电源,,,1,setLidar_PowerON,,BDP,200,2
?DT12,检测TopCenter Middle bumper是否触发,1,1,1,checkTopCMiddleBumper_ON,,BDP,200,2
?DT9,检查雷达bumper 开关0 LiDAR turret bumper 0,1,1,1,checkLidarTurretLBumper_ON,,BDP,200,2
?DTA,检查雷达bumper 开关1 LiDAR turret bumper 1,1,1,1,checkLidarTurretRBumper_ON,,BDP,200,2
?DTB,检查雷达bumper 开关2 LiDAR turret bumper 2,1,1,0,checkLidarTurretFrontBumper_ON,,BDP,200,2
*ED1,开启IO端口电源控制,,,0,setIOpowerON,,BDP,200,2
&SD,查询IO端口上电状态_假尘盒,1,1,0,checkIOpowerON_FakeDB,,FDB,200,2
*ED0,关闭IO端口电源控制,,,0,setIOpowerOFF,,BDP,200,2
&SD,查询IO端口供电关闭_假尘盒,0,0,0,checkIOpowerOFF_FakeDB,,FDB,200,2
*EP1,开启尘盒电源控制,,,0,setDustBinCharge,,BDP,200,2
&SE,查询尘盒上电状态_假尘盒,1,1,0,checkchage_FakeDB,,FDB,200,2
*EP0,关闭尘盒电源控制,,,0,setDustBinCloseCharge,,BDP,200,2
&SE,查询尘盒供电关闭_假尘盒,0,0,0,checkcloseChage_FakeDB,,FDB,200,2
#ST0,,,,0,defaultFakeDB3,,FDB,200,1
#ST2,发送切换模式为AED控制指令到假尘盒,,,0,sendAEDMode_FakeDB,,FDB,200,2
#SC30,发送trapdoor 默认传感器控制指令到假尘盒,,,0,sendTrapDoorDE_FakeDB,,FDB,200,2
#SC10,发送water tank 默认传感器控制指令到假尘盒,,,0,sendWaterTankDE_FakeDB,,FDB,200,2
#SC20,发送water level 默认传感器控制指令到假尘盒,,,0,sendWaterLevelDE_FakeDB,,FDB,200,2
*DY1,激活蜂鸣器开启,,,1,TurnBuzzer_ON,,BDP,200,2
?DY,检测蜂鸣器状态,1,1,1,checkBuzzerState,,BDP,200,100
*DY0,激活蜂鸣器停止,,,1,TurnBuzzer_OFF,,BDP,200,2
?MC,检测雷达状态是否正常,0,0,1,checkLidarHealthState,,BDP,200,20
?MD,检测雷达电源开关,1,1,1,checkLidarPowerState,,BDP,200,5
?ME,检测雷达工作电流,10,120,1,checkLidarwork_A,,BDP,200,5
?MG,检测雷达转动频率,5,7,1,checkLidarRotFreq_A,,BDP,200,20
?WW,读取PCBA 二维码信息,31,31,1,checkPcbaBarcode,,BDP,200,5
?WS,检测PCBA版本信息长度,212,212,0,checkNavPcbaBarcode,,BDP,200,5
?WH,检测bootloader版本,12.15,12.15,1,checkNavBootloader_Ver,,BDP,200,5
?NH,导航板状态,1,1,1,checkNavHealthState,,BDP,200,5
?PD,查询PCBA硬件信息Check PCBA Hardware build Info,zp64,zp64,0,checkPcbaHWInfo,,BDP,200,2
?PH,查询PCBA软件信息Check PCBA Hardware build Info,zp64,zp64,0,checkPcbaFWInfo,,BDP,200,2
PD=PH,判断PD=PH Validate PD=PH,1,1,0,validatePD_PH,,SPE,200,2
?WN,检测导航板APP版本,6.6.a,6.6.a,1,checkNavAppVersion,,BDP,200,5
?WB,读取雷达序列号（判断长度）,16,16,1,checkLidarSN,,BDP,200,5
?WY,查询WiFi SSID ,12,12,1,deviceMacAddress,,BDP,200,5
?WJ,查询Robot Macaddress,12,12,1,robotMacAddress,,BDP,200,5
?WT,查询 WiFi SSID 状态,1,1,1,checkWifiSSIDScanState,,BDP,500,10
?WM,HWD自检,32,32,1,checkHWD_self,,BDP,200,5
?MA,检测雷达厂家型号,0.4,0.4,1,checkLidarModel,,BDP,200,10
?MA,检测雷达硬件版本,1.0.1.0,1.0.1.0,1,checkLidarHW_Ver,,BDP,200,5
?MA,检测雷达固件版本,1.0.4.0,1.0.4.0,1,checkLidarFW_Ver,,BDP,200,5
*MD0,激活雷达电源关闭,,,1,setLidar_PowerOFF,,BDP,200,5
?DK,对比水箱流量,3000,10000,1,checkWaterflowrate,,BDP,200,5
?BC,检测电池充电电压信息Query Charging voltage,0,500,1,checkChargeBAT_V_3,,BDP,200,2
*WG02,写入BDP测试标志,0.0.1.4,,1,setBDPTestPass,,BDP,200,2
?WG0,检测BDP测试标志,2,2,1,checkBDPTestState,,BDP,200,2
*DS0,退出测试模式,,,1,setTestMode_OFF,,BDP,200,2
?DS,确认退出测试模式,0,0,1,checkTestMode_OFF,,BDP,200,2
